filter_id,player_id,time,points,course_id,mode,nub_tier,pro_tier
1,76561198298554432,426.328125,1.0,1,1,3,4
1,76561199586734632,471.546875,0.9566850573891943,1,1,3,4
1,76561199849656455,605.59375,0.822934449109364,1,1,3,4
1,76561198319875102,670.796875,0.7566490610993352,1,1,3,4
1,76561198324271374,740.359375,0.6864479772117439,1,1,3,4
1,76561198171281433,1016.0625,0.43296491463270415,1,1,3,4
1,76561198193522606,1181.3125,0.3124494292213439,1,1,3,4
1,76561199559309015,1238.96875,0.2768426231347477,1,1,3,4
1,76561198086852477,1260.0625,0.2646389787253273,1,1,3,4
1,76561197990371875,1430.8125,0.19518871755887893,1,1,3,4
1,76561198121935611,1470.734375,0.18514913229647328,1,1,3,4
1,76561199466699885,1487.21875,0.18118756249325874,1,1,3,4
2,76561199126217080,147.984375,1.0,1,2,2,2
2,76561199093645925,179.28125,0.9995695408942848,1,2,2,2
2,76561199223432986,197.328125,0.9992173108875435,1,2,2,2
2,76561198390744859,278.03125,0.9947293336604881,1,2,2,2
2,76561198194803245,280.3203125,0.9944814569261512,1,2,2,2
2,76561198091267628,286.578125,0.9937520718323127,1,2,2,2
2,76561199082937880,289.6171875,0.9933689696194516,1,2,2,2
2,76561198325578948,292.234375,0.9930230556426711,1,2,2,2
2,76561198165203332,294.375,0.9927287267719743,1,2,2,2
2,76561198124191721,308.8046875,0.9904529527975978,1,2,2,2
2,76561198984763998,330.484375,0.9859114098782313,1,2,2,2
2,76561198153839819,338.1640625,0.9839214517376386,1,2,2,2
2,76561198298554432,344.8125,0.9820169640838833,1,2,2,2
2,76561198199390651,347.71875,0.9811285882716956,1,2,2,2
2,76561198868478177,365.0625,0.9750651134780262,1,2,2,2
2,76561199157521787,365.984375,0.9747042823224036,1,2,2,2
2,76561198818552974,374.28125,0.9712709543989556,1,2,2,2
2,76561199517115343,376.6875,0.9702111774823358,1,2,2,2
2,76561198166997093,378.8671875,0.9692257243714908,1,2,2,2
2,76561198807218487,401.6171875,0.9574341576670792,1,2,2,2
2,76561198046784327,402.53125,0.9569010858471343,1,2,2,2
2,76561197999710033,408.0625,0.9535749213855678,1,2,2,2
2,76561198399640221,410.34375,0.9521526583377479,1,2,2,2
2,76561199586734632,412.359375,0.9508713627814434,1,2,2,2
2,76561198319875102,413.515625,0.9501259010518527,1,2,2,2
2,76561199231843399,420.90625,0.9451804446288113,1,2,2,2
2,76561198251129150,440.9375,0.9302095331874668,1,2,2,2
2,76561199389731907,445.171875,0.9267555397848859,1,2,2,2
2,76561199745842316,450.3046875,0.9224364636443584,1,2,2,2
2,76561198865790409,454.484375,0.9188140333732703,1,2,2,2
2,76561198076171759,456.8515625,0.916721143594236,1,2,2,2
2,76561198260657129,458.1328125,0.9155760416596097,1,2,2,2
2,76561199175935900,459.875,0.9140052211152717,1,2,2,2
2,76561198061987188,464.96875,0.909322777632657,1,2,2,2
2,76561198056674826,478.078125,0.896680071423533,1,2,2,2
2,76561198124390002,482.984375,0.8917401457125298,1,2,2,2
2,76561198157360996,485.609375,0.8890528961600287,1,2,2,2
2,76561198174328887,493.6875,0.8805981582764797,1,2,2,2
2,76561198855968682,497.546875,0.8764645874446015,1,2,2,2
2,76561198100105817,497.6640625,0.8763381578672904,1,2,2,2
2,76561198382247211,501.796875,0.8718458360017672,1,2,2,2
2,76561199840160747,508.0859375,0.8648891676543818,1,2,2,2
2,76561198372060056,535.2265625,0.8334391279441971,1,2,2,2
2,76561198203824899,537.6875,0.8304913429112435,1,2,2,2
2,76561199390393201,559.265625,0.8041456166871388,1,2,2,2
2,76561198230004228,561.2734375,0.8016569297018226,1,2,2,2
2,76561198146185627,570.1953125,0.7905419759953048,1,2,2,2
2,76561199142503412,577.1875,0.7817789957518166,1,2,2,2
2,76561198853358406,579.0859375,0.7793936545361931,1,2,2,2
2,76561198034979697,592.90625,0.7619775600060222,1,2,2,2
2,76561198083594077,596.09375,0.7579533962407606,1,2,2,2
2,76561198245847048,598.3359375,0.7551222159150548,1,2,2,2
2,76561198049744698,601.7734375,0.7507818334472173,1,2,2,2
2,76561198256968580,601.9453125,0.7505648347756725,1,2,2,2
2,76561198065571501,607.9453125,0.742992466853478,1,2,2,2
2,76561198063880315,615.21875,0.7338261289164999,1,2,2,2
2,76561199199283311,642.3984375,0.6998517091407737,1,2,2,2
2,76561198835880229,655.9140625,0.6832113651952709,1,2,2,2
2,76561198281122357,661.234375,0.6767207304553378,1,2,2,2
2,76561198137072279,665.921875,0.6710327537594999,1,2,2,2
2,76561198355477192,668.1484375,0.668341440802903,1,2,2,2
2,76561198324271374,677.546875,0.6570592799483673,1,2,2,2
2,76561198022107929,681.265625,0.6526314369747523,1,2,2,2
2,76561198370638858,681.59375,0.6522417637489567,1,2,2,2
2,76561198886815870,685.53125,0.6475787944042479,1,2,2,2
2,76561198071531597,685.9609375,0.6470714174017841,1,2,2,2
2,76561198152139090,689.3515625,0.6430781149665077,1,2,2,2
2,76561198872116624,699.046875,0.6317634440842528,1,2,2,2
2,76561198074885252,707.328125,0.6222251418735629,1,2,2,2
2,76561198185382866,707.453125,0.6220820799979092,1,2,2,2
2,76561199113120102,709.5546875,0.6196809675824297,1,2,2,2
2,76561199054714097,717.875,0.6102518412650917,1,2,2,2
2,76561198279741002,720.5,0.6073029091592148,1,2,2,2
2,76561198116559499,727.8515625,0.599111292093133,1,2,2,2
2,76561198058073444,737.0,0.5890575795806833,1,2,2,2
2,76561198376850559,739.7421875,0.586074661320336,1,2,2,2
2,76561198028317188,755.734375,0.5689634808148011,1,2,2,2
2,76561198051650912,763.8046875,0.560514721046053,1,2,2,2
2,76561197971258317,772.3203125,0.5517360885277252,1,2,2,2
2,76561198117401500,772.734375,0.5513128120767227,1,2,2,2
2,76561198448372400,776.1015625,0.5478830107330863,1,2,2,2
2,76561198204398869,776.40625,0.5475737395992069,1,2,2,2
2,76561198203567528,785.3515625,0.5385738639858484,1,2,2,2
2,76561198229957260,787.5625,0.5363732742015735,1,2,2,2
2,76561199177956261,794.203125,0.5298204244902249,1,2,2,2
2,76561198035069809,799.7265625,0.5244346617442479,1,2,2,2
2,76561198873208153,826.828125,0.4988521483665252,1,2,2,2
2,76561198027937184,829.78125,0.4961483366927455,1,2,2,2
2,76561198929263904,838.8203125,0.487973286216921,1,2,2,2
2,76561199735586912,841.296875,0.4857598380468867,1,2,2,2
2,76561199004714698,842.5,0.4846886090399791,1,2,2,2
2,76561197999892806,848.453125,0.4794271444887879,1,2,2,2
2,76561197978233184,856.484375,0.47243116784389716,1,2,2,2
2,76561199466805426,858.6015625,0.47060628977924074,1,2,2,2
2,76561198079961960,864.03125,0.46596294302487984,1,2,2,2
2,76561198865002866,870.8125,0.46023735498851637,1,2,2,2
2,76561198055275058,884.40625,0.4490024473925459,1,2,2,2
2,76561199477195554,897.1953125,0.4387225651080026,1,2,2,2
2,76561197970470593,898.484375,0.4377017501880292,1,2,2,2
2,76561198066952826,898.7578125,0.43748557155098333,1,2,2,2
2,76561198117205582,904.1640625,0.4332370170521545,1,2,2,2
2,76561199319257499,906.296875,0.4315742676069572,1,2,2,2
2,76561198434687214,913.640625,0.4259062432944021,1,2,2,2
2,76561198096363147,915.4609375,0.42451490497281574,1,2,2,2
2,76561198245836178,916.5234375,0.42370527515510115,1,2,2,2
2,76561198110166360,941.609375,0.4051112428735875,1,2,2,2
2,76561198108086904,944.859375,0.40277405370619485,1,2,2,2
2,76561199008415867,965.7109375,0.38815711392638813,1,2,2,2
2,76561199354419769,970.140625,0.38513444364466043,1,2,2,2
2,76561198065617741,971.46875,0.3842337024181372,1,2,2,2
2,76561199009719268,973.09375,0.3831350683269315,1,2,2,2
2,76561198126314718,979.484375,0.3788510426149459,1,2,2,2
2,76561199675191031,994.1875,0.36921228825714253,1,2,2,2
2,76561198410901719,1032.765625,0.3453008174311074,1,2,2,2
2,76561198126085408,1052.75,0.3336558903241699,1,2,2,2
2,76561197961812215,1081.3984375,0.3177868964804619,1,2,2,2
2,76561198397847463,1090.515625,0.312931309920691,1,2,2,2
2,76561198452724049,1101.8984375,0.30699592894471445,1,2,2,2
2,76561198217626977,1107.6484375,0.30405011636604085,1,2,2,2
2,76561198010368921,1120.875,0.29740433340865774,1,2,2,2
2,76561198035333266,1155.296875,0.2809254656915628,1,2,2,2
2,76561198383260523,1155.84375,0.2806728205541228,1,2,2,2
2,76561197962494726,1202.234375,0.26021915399252993,1,2,2,2
2,76561198420093200,1213.796875,0.25540853527102275,1,2,2,2
2,76561198446249113,1236.9375,0.24610362561378454,1,2,2,2
2,76561198054259824,1251.640625,0.24040662382110445,1,2,2,2
2,76561198147457117,1275.1875,0.2316148978180858,1,2,2,2
2,76561198229676444,1285.6796875,0.22782414317711217,1,2,2,2
2,76561198279972611,1348.828125,0.20654080903714891,1,2,2,2
2,76561198976359086,1353.84375,0.2049563933922512,1,2,2,2
2,76561198022802418,1362.3125,0.20231454548181513,1,2,2,2
2,76561198199057682,1371.4921875,0.19949749604980108,1,2,2,2
2,76561198003915251,1374.6875,0.19852811471565843,1,2,2,2
2,76561198351513657,1421.0625,0.1850819666885991,1,2,2,2
2,76561198295383410,1452.3359375,0.17663442463561602,1,2,2,2
2,76561199370408325,1469.296875,0.17224776925191518,1,2,2,2
2,76561198440429950,1510.1875,0.16220032375955032,1,2,2,2
2,76561198000553007,1527.671875,0.15812009381546036,1,2,2,2
2,76561199643258905,1589.5390625,0.14463697611383453,1,2,2,2
2,76561199487174488,1594.9765625,0.1435190098020836,1,2,2,2
2,76561199368695342,1629.921875,0.13657508859816786,1,2,2,2
2,76561198066156550,1709.65625,0.12217205705428147,1,2,2,2
2,76561197996979344,1784.328125,0.11028706807972227,1,2,2,2
2,76561199234574288,1888.8984375,0.09585026321031005,1,2,2,2
2,76561199410885642,1902.40625,0.09415155293439242,1,2,2,2
2,76561198150720046,1963.2109375,0.08692627043072207,1,2,2,2
2,76561198012716104,2125.953125,0.07054188741447544,1,2,2,2
2,76561198159158168,2216.34375,0.06299066266982929,1,2,2,2
3,76561198298554432,104.5625,1.0,2,1,3,4
3,76561198325578948,108.078125,0.9988205413008094,2,1,3,4
3,76561198452880714,108.375,0.9986740485639395,2,1,3,4
3,76561199506433153,112.53125,0.9956938280175425,2,1,3,4
3,76561199466699885,113.453125,0.9947802291779816,2,1,3,4
3,76561198099142588,115.40625,0.9925268108118672,2,1,3,4
3,76561198260657129,115.46875,0.9924475346545508,2,1,3,4
3,76561199849656455,115.828125,0.9919830764236831,2,1,3,4
3,76561199586734632,116.296875,0.9913552249689314,2,1,3,4
3,76561198304022023,117.140625,0.9901625037510624,2,1,3,4
3,76561198877440436,117.3125,0.9899097278308379,2,1,3,4
3,76561198811100923,117.5,0.9896302033764776,2,1,3,4
3,76561198402798773,117.75,0.9892514047861136,2,1,3,4
3,76561199042744450,118.125,0.9886701934634136,2,1,3,4
3,76561198251129150,118.53125,0.9880230311464916,2,1,3,4
3,76561198118681904,118.640625,0.9878456999302865,2,1,3,4
3,76561199114604931,119.953125,0.9856166229075746,2,1,3,4
3,76561198194803245,120.1875,0.9851991859121023,2,1,3,4
3,76561199559309015,120.4375,0.9847475426206843,2,1,3,4
3,76561198114659241,122.46875,0.9808397787698186,2,1,3,4
3,76561198319875102,123.359375,0.9789970834408074,2,1,3,4
3,76561198790756694,123.65625,0.9783659846591846,2,1,3,4
3,76561198324271374,124.640625,0.97621469725242,2,1,3,4
3,76561199440595086,124.703125,0.9760751164028972,2,1,3,4
3,76561198153839819,124.796875,0.9758650858083472,2,1,3,4
3,76561197990371875,127.5625,0.9693278345111151,2,1,3,4
3,76561198165433607,128.375,0.9672886025293326,2,1,3,4
3,76561199465560338,132.921875,0.9550079656018168,2,1,3,4
3,76561198156590460,134.53125,0.9503506936699293,2,1,3,4
3,76561199006010817,138.109375,0.939519822694886,2,1,3,4
3,76561199153305543,138.3125,0.9388875051383095,2,1,3,4
3,76561198086852477,139.671875,0.9346131364785604,2,1,3,4
3,76561198281122357,145.0,0.9172570030370429,2,1,3,4
3,76561198810381192,148.828125,0.9043472481063014,2,1,3,4
3,76561198192931021,149.5625,0.9018407717015485,2,1,3,4
3,76561198065535678,151.953125,0.893631128891008,2,1,3,4
3,76561199569180910,152.5625,0.8915281422332044,2,1,3,4
3,76561199113120102,153.484375,0.8883402269882426,2,1,3,4
3,76561199737231681,157.1875,0.8754781052010108,2,1,3,4
3,76561199735586912,157.71875,0.8736281507892207,2,1,3,4
3,76561198914576974,163.8125,0.8524051501387215,2,1,3,4
3,76561198322345610,170.21875,0.8302525167415102,2,1,3,4
3,76561198140731752,174.078125,0.8170659937243184,2,1,3,4
3,76561199150456346,178.640625,0.8016829387387782,2,1,3,4
3,76561198086903370,180.5,0.7954862687940979,2,1,3,4
3,76561198331761631,187.28125,0.7732821569307823,2,1,3,4
3,76561199075422634,190.140625,0.7641178076759876,2,1,3,4
3,76561198000906741,202.71875,0.7253011988718924,2,1,3,4
3,76561198988519319,210.59375,0.7022761484866245,2,1,3,4
3,76561198121935611,213.71875,0.6934128831779138,2,1,3,4
3,76561198112537721,213.734375,0.693368955189711,2,1,3,4
3,76561198175383698,214.25,0.6919214929751837,2,1,3,4
3,76561198283407995,219.015625,0.6787410167381543,2,1,3,4
3,76561199159910581,219.8125,0.6765716415871379,2,1,3,4
3,76561199361075542,228.953125,0.6523828009415,2,1,3,4
3,76561198171281433,233.703125,0.6403065967767957,2,1,3,4
3,76561198146468562,234.3125,0.6387811910375772,2,1,3,4
3,76561198108527651,236.421875,0.633542239798078,2,1,3,4
3,76561198162669616,241.8125,0.6204404579956357,2,1,3,4
3,76561198104899063,275.875,0.5463886078009607,2,1,3,4
3,76561199489539779,285.578125,0.5277632856120482,2,1,3,4
3,76561199011803050,352.984375,0.4216906216448786,2,1,3,4
3,76561198864419665,390.90625,0.37577141726000973,2,1,3,4
3,76561199231609927,398.109375,0.36791156518754226,2,1,3,4
3,76561199101834053,469.90625,0.301426750965102,2,1,3,4
3,76561198327726729,619.421875,0.20941511056031784,2,1,3,4
3,76561199099001424,674.109375,0.18563408448795649,2,1,3,4
3,76561198390571139,712.453125,0.1711330537023574,2,1,3,4
3,76561198010219344,773.40625,0.15108905199109798,2,1,3,4
3,76561198432763671,794.671875,0.14484215662147462,2,1,3,4
4,76561198325578948,71.71875,1.0,2,2,2,3
4,76561199646387360,72.5859375,0.9998760257714936,2,2,2,3
4,76561198149087452,72.796875,0.999842460936538,2,2,2,3
4,76561198102159349,74.625,0.9994856473845007,2,2,2,3
4,76561198194803245,77.015625,0.9987924680421988,2,2,2,3
4,76561198433558585,77.0390625,0.9987841113298755,2,2,2,3
4,76561198399413724,77.921875,0.9984437164342788,2,2,2,3
4,76561198334381488,79.4140625,0.9977423995063865,2,2,2,3
4,76561199231843399,80.3203125,0.9972282955390258,2,2,2,3
4,76561199477302850,80.71875,0.9969788645211597,2,2,2,3
4,76561198313010292,81.046875,0.9967620833626478,2,2,2,3
4,76561198192040667,81.125,0.9967089134739772,2,2,2,3
4,76561198337627104,81.4375,0.9964901070339658,2,2,2,3
4,76561198868478177,81.953125,0.9961070040351735,2,2,2,3
4,76561198846255522,82.25,0.9958735114518692,2,2,2,3
4,76561198153839819,82.5,0.9956693236125091,2,2,2,3
4,76561198063573203,82.7265625,0.9954781681242808,2,2,2,3
4,76561198157360996,83.015625,0.9952256574679081,2,2,2,3
4,76561198366314365,83.25,0.9950136711537946,2,2,2,3
4,76561198355739212,83.71875,0.9945696947325587,2,2,2,3
4,76561198807660493,83.71875,0.9945696947325587,2,2,2,3
4,76561198957312153,83.75,0.994539129457138,2,2,2,3
4,76561198782692299,83.828125,0.9944621796048202,2,2,2,3
4,76561198205097675,84.375,0.993901708424496,2,2,2,3
4,76561198045809055,84.484375,0.9937849486436059,2,2,2,3
4,76561198174328887,84.4921875,0.9937765482021979,2,2,2,3
